Season,Teams,Date,Stadium,Time
IPL 2016,"MUMBAI INDIANS vs RISING PUNE SUPERGIANT, 1st Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2016,N/A,N/A,N/A,N/A
IPL 2016,"MUMBAI INDIANS vs RISING PUNE SUPERGIANT, 1st Match","Apr 09, Sat","Wankhede Stadium, Mumbai",8:00 PM
IPL 2016,"KOLKATA KNIGHT RIDERS vs DELHI CAPITALS, 2nd Match","Apr 10, Sun","Eden Gardens, Kolkata",8:00 PM
IPL 2016,"PUNJAB KINGS vs GUJARAT LIONS, 3rd Match","Apr 11, Mon","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2016,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, 4th Match","Apr 12, Tue","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2016,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 5th Match","Apr 13, Wed","Eden Gardens, Kolkata",8:00 PM
IPL 2016,"GUJARAT LIONS vs RISING PUNE SUPERGIANT, 6th Match","Apr 14, Thu","Niranjan Shah Stadium, Rajkot",8:00 PM
IPL 2016,"DELHI CAPITALS vs PUNJAB KINGS, 7th Match","Apr 15, Fri","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2016,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 8th Match","Apr 16, Sat","Rajiv Gandhi International Stadium, Hyderabad",4:00 PM
IPL 2016,"MUMBAI INDIANS vs GUJARAT LIONS, 9th Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2016,"PUNJAB KINGS vs RISING PUNE SUPERGIANT, 10th Match","Apr 17, Sun","Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM
IPL 2016,"ROYAL CHALLENGERS BENGALURU vs DELHI CAPITALS, 11th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2016,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 12th Match","Apr 18, Mon","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2016,"PUNJAB KINGS vs KOLKATA KNIGHT RIDERS, 13th Match","Apr 19, Tue","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2016,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 14th Match","Apr 20, Wed","Wankhede Stadium, Mumbai",8:00 PM
IPL 2016,"GUJARAT LIONS vs SUNRISERS HYDERABAD, 15th Match","Apr 21, Thu","Niranjan Shah Stadium, Rajkot",8:00 PM
IPL 2016,"RISING PUNE SUPERGIANT vs ROYAL CHALLENGERS BENGALURU, 16th Match","Apr 22, Fri","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2016,"DELHI CAPITALS vs MUMBAI INDIANS, 17th Match","Apr 23, Sat","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2016,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 18th Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2016,"GUJARAT LIONS vs ROYAL CHALLENGERS BENGALURU, 19th Match","Apr 24, Sun","Niranjan Shah Stadium, Rajkot",4:00 PM
IPL 2016,"RISING PUNE SUPERGIANT vs KOLKATA KNIGHT RIDERS, 20th Match",,"Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2016,"PUNJAB KINGS vs MUMBAI INDIANS, 21st Match","Apr 25, Mon","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2016,"SUNRISERS HYDERABAD vs RISING PUNE SUPERGIANT, 22nd Match","Apr 26, Tue","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2016,"DELHI CAPITALS vs GUJARAT LIONS, 23rd Match","Apr 27, Wed","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2016,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 24th Match","Apr 28, Thu","Wankhede Stadium, Mumbai",8:00 PM
IPL 2016,"RISING PUNE SUPERGIANT vs GUJARAT LIONS, 25th Match","Apr 29, Fri","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2016,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 26th Match","Apr 30, Sat","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2016,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 27th Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2016,"GUJARAT LIONS vs PUNJAB KINGS, 28th Match","May 01, Sun","Niranjan Shah Stadium, Rajkot",4:00 PM
IPL 2016,"RISING PUNE SUPERGIANT vs MUMBAI INDIANS, 29th Match",,"Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2016,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 30th Match","May 02, Mon","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2016,"GUJARAT LIONS vs DELHI CAPITALS, 31st Match","May 03, Tue","Niranjan Shah Stadium, Rajkot",8:00 PM
IPL 2016,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 32nd Match","May 04, Wed","Eden Gardens, Kolkata",8:00 PM
IPL 2016,"DELHI CAPITALS vs RISING PUNE SUPERGIANT, 33rd Match","May 05, Thu","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2016,"SUNRISERS HYDERABAD vs GUJARAT LIONS, 34th Match","May 06, Fri","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2016,"ROYAL CHALLENGERS BENGALURU vs RISING PUNE SUPERGIANT, 35th Match","May 07, Sat","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2016,"PUNJAB KINGS vs DELHI CAPITALS, 36th Match",,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2016,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 37th Match","May 08, Sun","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",4:00 PM
IPL 2016,"KOLKATA KNIGHT RIDERS vs GUJARAT LIONS, 38th Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2016,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 39th Match","May 09, Mon","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2016,"RISING PUNE SUPERGIANT vs SUNRISERS HYDERABAD, 40th Match","May 10, Tue","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",8:00 PM
IPL 2016,"ROYAL CHALLENGERS BENGALURU vs MUMBAI INDIANS, 41st Match","May 11, Wed","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2016,"SUNRISERS HYDERABAD vs DELHI CAPITALS, 42nd Match","May 12, Thu","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2016,"MUMBAI INDIANS vs PUNJAB KINGS, 43rd Match","May 13, Fri","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",8:00 PM
IPL 2016,"ROYAL CHALLENGERS BENGALURU vs GUJARAT LIONS, 44th Match","May 14, Sat","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2016,"KOLKATA KNIGHT RIDERS vs RISING PUNE SUPERGIANT, 45th Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2016,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 46th Match","May 15, Sun","Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM
IPL 2016,"MUMBAI INDIANS vs DELHI CAPITALS, 47th Match",,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",8:00 PM
IPL 2016,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 48th Match","May 16, Mon","Eden Gardens, Kolkata",8:00 PM
IPL 2016,"RISING PUNE SUPERGIANT vs DELHI CAPITALS, 49th Match","May 17, Tue","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",8:00 PM
IPL 2016,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 50th Match","May 18, Wed","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2016,"GUJARAT LIONS vs KOLKATA KNIGHT RIDERS, 51st Match","May 19, Thu","Green Park, Kanpur",8:00 PM
IPL 2016,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 52nd Match","May 20, Fri","Shaheed Veer Narayan Singh International Stadium, Raipur",8:00 PM
IPL 2016,"RISING PUNE SUPERGIANT vs PUNJAB KINGS, 53rd Match","May 21, Sat","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",4:00 PM
IPL 2016,"GUJARAT LIONS vs MUMBAI INDIANS, 54th Match",,"Green Park, Kanpur",8:00 PM
IPL 2016,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 55th Match","May 22, Sun","Eden Gardens, Kolkata",4:00 PM
IPL 2016,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 56th Match",,"Shaheed Veer Narayan Singh International Stadium, Raipur",8:00 PM
IPL 2016,"GUJARAT LIONS vs ROYAL CHALLENGERS BENGALURU, Qualifier 1","May 24, Tue","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2016,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, Eliminator","May 25, Wed","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2016,"GUJARAT LIONS vs SUNRISERS HYDERABAD, Qualifier 2","May 27, Fri","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2016,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, Final","May 29, Sun","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2016,The Times of India,N/A,N/A,N/A
IPL 2016,The Times of India,N/A,N/A,N/A
IPL 2017,N/A,ALL,N/A,N/A
IPL 2017,N/A,N/A,N/A,N/A
IPL 2017,N/A,N/A,60 T20s . Apr 05 - May 22,N/A
IPL 2017,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 1st Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2017,N/A,N/A,N/A,N/A
IPL 2017,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 1st Match","Apr 05, Wed","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2017,"RISING PUNE SUPERGIANT vs MUMBAI INDIANS, 2nd Match","Apr 06, Thu","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2017,"GUJARAT LIONS vs KOLKATA KNIGHT RIDERS, 3rd Match","Apr 07, Fri","Niranjan Shah Stadium, Rajkot",8:00 PM
IPL 2017,"PUNJAB KINGS vs RISING PUNE SUPERGIANT, 4th Match","Apr 08, Sat","Holkar Cricket Stadium, Indore",4:00 PM
IPL 2017,"ROYAL CHALLENGERS BENGALURU vs DELHI CAPITALS, 5th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2017,"SUNRISERS HYDERABAD vs GUJARAT LIONS, 6th Match","Apr 09, Sun","Rajiv Gandhi International Stadium, Hyderabad",4:00 PM
IPL 2017,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 7th Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2017,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 8th Match","Apr 10, Mon","Holkar Cricket Stadium, Indore",8:00 PM
IPL 2017,"RISING PUNE SUPERGIANT vs DELHI CAPITALS, 9th Match","Apr 11, Tue","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2017,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 10th Match","Apr 12, Wed","Wankhede Stadium, Mumbai",8:00 PM
IPL 2017,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 11th Match","Apr 13, Thu","Eden Gardens, Kolkata",8:00 PM
IPL 2017,"ROYAL CHALLENGERS BENGALURU vs MUMBAI INDIANS, 12th Match","Apr 14, Fri","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2017,"GUJARAT LIONS vs RISING PUNE SUPERGIANT, 13th Match",,"Niranjan Shah Stadium, Rajkot",8:00 PM
IPL 2017,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 14th Match","Apr 15, Sat","Eden Gardens, Kolkata",4:00 PM
IPL 2017,"DELHI CAPITALS vs PUNJAB KINGS, 15th Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2017,"MUMBAI INDIANS vs GUJARAT LIONS, 16th Match","Apr 16, Sun","Wankhede Stadium, Mumbai",4:00 PM
IPL 2017,"ROYAL CHALLENGERS BENGALURU vs RISING PUNE SUPERGIANT, 17th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2017,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 18th Match","Apr 17, Mon","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2017,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 19th Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2017,"GUJARAT LIONS vs ROYAL CHALLENGERS BENGALURU, 20th Match","Apr 18, Tue","Niranjan Shah Stadium, Rajkot",8:00 PM
IPL 2017,"SUNRISERS HYDERABAD vs DELHI CAPITALS, 21st Match","Apr 19, Wed","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2017,"PUNJAB KINGS vs MUMBAI INDIANS, 22nd Match","Apr 20, Thu","Holkar Cricket Stadium, Indore",8:00 PM
IPL 2017,"KOLKATA KNIGHT RIDERS vs GUJARAT LIONS, 23rd Match","Apr 21, Fri","Eden Gardens, Kolkata",8:00 PM
IPL 2017,"RISING PUNE SUPERGIANT vs SUNRISERS HYDERABAD, 24th Match","Apr 22, Sat","Maharashtra Cricket Association Stadium, Pune",4:00 PM
IPL 2017,"MUMBAI INDIANS vs DELHI CAPITALS, 25th Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2017,"GUJARAT LIONS vs PUNJAB KINGS, 26th match","Apr 23, Sun","Niranjan Shah Stadium, Rajkot",4:00 PM
IPL 2017,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 27th Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2017,"MUMBAI INDIANS vs RISING PUNE SUPERGIANT, 28th Match","Apr 24, Mon","Wankhede Stadium, Mumbai",8:00 PM
IPL 2017,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, 29th Match","Apr 25, Tue","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2017,"RISING PUNE SUPERGIANT vs KOLKATA KNIGHT RIDERS, 30th Match","Apr 26, Wed","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2017,"ROYAL CHALLENGERS BENGALURU vs GUJARAT LIONS, 31st Match","Apr 27, Thu","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2017,"KOLKATA KNIGHT RIDERS vs DELHI CAPITALS, 32nd Match","Apr 28, Fri","Eden Gardens, Kolkata",4:00 PM
IPL 2017,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 33rd Match",,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2017,"RISING PUNE SUPERGIANT vs ROYAL CHALLENGERS BENGALURU, 34th Match","Apr 29, Sat","Maharashtra Cricket Association Stadium, Pune",4:00 PM
IPL 2017,"GUJARAT LIONS vs MUMBAI INDIANS, 35th Match",,"Niranjan Shah Stadium, Rajkot",8:00 PM
IPL 2017,"PUNJAB KINGS vs DELHI CAPITALS, 36th Match","Apr 30, Sun","Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM
IPL 2017,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 37th Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2017,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 38th Match","May 01, Mon","Wankhede Stadium, Mumbai",4:00 PM
IPL 2017,"RISING PUNE SUPERGIANT vs GUJARAT LIONS, 39th Match",,"Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2017,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 40th Match","May 02, Tue","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2017,"KOLKATA KNIGHT RIDERS vs RISING PUNE SUPERGIANT, 41st Match","May 03, Wed","Eden Gardens, Kolkata",8:00 PM
IPL 2017,"DELHI CAPITALS vs GUJARAT LIONS, 42nd Match","May 04, Thu","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2017,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 43rd Match","May 05, Fri","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2017,"SUNRISERS HYDERABAD vs RISING PUNE SUPERGIANT, 44th Match","May 06, Sat","Rajiv Gandhi International Stadium, Hyderabad",4:00 PM
IPL 2017,"DELHI CAPITALS vs MUMBAI INDIANS, 45th Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2017,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 46th Match","May 07, Sun","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2017,"PUNJAB KINGS vs GUJARAT LIONS, 47th Match",,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2017,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 48th Match","May 08, Mon","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2017,"PUNJAB KINGS vs KOLKATA KNIGHT RIDERS, 49th Match","May 09, Tue","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2017,"GUJARAT LIONS vs DELHI CAPITALS, 50th Match","May 10, Wed","Green Park, Kanpur",8:00 PM
IPL 2017,"MUMBAI INDIANS vs PUNJAB KINGS, 51st Match","May 11, Thu","Wankhede Stadium, Mumbai",8:00 PM
IPL 2017,"DELHI CAPITALS vs RISING PUNE SUPERGIANT, 52nd Match","May 12, Fri","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2017,"GUJARAT LIONS vs SUNRISERS HYDERABAD, 53rd Match","May 13, Sat","Green Park, Kanpur",4:00 PM
IPL 2017,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 54th Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2017,"RISING PUNE SUPERGIANT vs PUNJAB KINGS, 55th Match","May 14, Sun","Maharashtra Cricket Association Stadium, Pune",4:00 PM
IPL 2017,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 56th Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2017,"MUMBAI INDIANS vs RISING PUNE SUPERGIANT, Qualifier 1","May 16, Tue","Wankhede Stadium, Mumbai",8:00 PM
IPL 2017,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, Eliminator","May 17, Wed","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2017,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, Qualifier 2","May 19, Fri","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2017,"RISING PUNE SUPERGIANT vs MUMBAI INDIANS, Final","May 21, Sun","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2017,The Times of India,N/A,N/A,N/A
IPL 2017,The Times of India,N/A,N/A,N/A
IPL 2018,N/A,ALL,N/A,N/A
IPL 2018,N/A,N/A,N/A,N/A
IPL 2018,N/A,N/A,60 T20s . Apr 07 - May 27,N/A
IPL 2018,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 1st Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2018,N/A,N/A,N/A,N/A
IPL 2018,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 1st Match","Apr 07, Sat","Wankhede Stadium, Mumbai",8:00 PM
IPL 2018,"PUNJAB KINGS vs DELHI CAPITALS, 2nd Match","Apr 08, Sun","Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM
IPL 2018,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 3rd Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2018,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, 4th Match","Apr 09, Mon","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2018,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 5th Match","Apr 10, Tue","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2018,"RAJASTHAN ROYALS vs DELHI CAPITALS, 6th Match","Apr 11, Wed","Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2018,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 7th Match","Apr 12, Thu","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2018,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 8th Match","Apr 13, Fri","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2018,"MUMBAI INDIANS vs DELHI CAPITALS, 9th Match","Apr 14, Sat","Wankhede Stadium, Mumbai",4:00 PM
IPL 2018,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 10th Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2018,"ROYAL CHALLENGERS BENGALURU vs RAJASTHAN ROYALS, 11th Match","Apr 15, Sun","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2018,"PUNJAB KINGS vs CHENNAI SUPER KINGS, 12th Match",,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2018,"KOLKATA KNIGHT RIDERS vs DELHI CAPITALS, 13th Match","Apr 16, Mon","Eden Gardens, Kolkata",8:00 PM
IPL 2018,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 14th Match","Apr 17, Tue","Wankhede Stadium, Mumbai",8:00 PM
IPL 2018,"RAJASTHAN ROYALS vs KOLKATA KNIGHT RIDERS, 15th Match","Apr 18, Wed","Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2018,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 16th Match","Apr 19, Thu","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2018,"CHENNAI SUPER KINGS vs RAJASTHAN ROYALS, 17th Match","Apr 20, Fri","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2018,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 18th Match","Apr 21, Sat","Eden Gardens, Kolkata",4:00 PM
IPL 2018,"ROYAL CHALLENGERS BENGALURU vs DELHI CAPITALS, 19th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2018,"SUNRISERS HYDERABAD vs CHENNAI SUPER KINGS, 20th Match","Apr 22, Sun","Rajiv Gandhi International Stadium, Hyderabad",4:00 PM
IPL 2018,"RAJASTHAN ROYALS vs MUMBAI INDIANS, 21st Match",,"Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2018,"DELHI CAPITALS vs PUNJAB KINGS, 22nd Match","Apr 23, Mon","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2018,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 23rd Match","Apr 24, Tue","Wankhede Stadium, Mumbai",8:00 PM
IPL 2018,"ROYAL CHALLENGERS BENGALURU vs CHENNAI SUPER KINGS, 24th Match","Apr 25, Wed","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2018,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 25th Match","Apr 26, Thu","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2018,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 26th Match","Apr 27, Fri","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2018,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, 27th Match","Apr 28, Sat","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2018,"RAJASTHAN ROYALS vs SUNRISERS HYDERABAD, 28th Match","Apr 29, Sun","Sawai Mansingh Stadium, Jaipur",4:00 PM
IPL 2018,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 29th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2018,"CHENNAI SUPER KINGS vs DELHI CAPITALS, 30th Match","Apr 30, Mon","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2018,"ROYAL CHALLENGERS BENGALURU vs MUMBAI INDIANS, 31st Match","May 01, Tue","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2018,"DELHI CAPITALS vs RAJASTHAN ROYALS, 32nd Match","May 02, Wed","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2018,"KOLKATA KNIGHT RIDERS vs CHENNAI SUPER KINGS, 33rd Match","May 03, Thu","Eden Gardens, Kolkata",8:00 PM
IPL 2018,"PUNJAB KINGS vs MUMBAI INDIANS, 34th Match","May 04, Fri","Holkar Cricket Stadium, Indore",8:00 PM
IPL 2018,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, 35th Match","May 05, Sat","Maharashtra Cricket Association Stadium, Pune",4:00 PM
IPL 2018,"SUNRISERS HYDERABAD vs DELHI CAPITALS, 36th Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2018,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 37th Match","May 06, Sun","Wankhede Stadium, Mumbai",4:00 PM
IPL 2018,"PUNJAB KINGS vs RAJASTHAN ROYALS, 38th Match",,"Holkar Cricket Stadium, Indore",8:00 PM
IPL 2018,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 39th Match","May 07, Mon","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2018,"RAJASTHAN ROYALS vs PUNJAB KINGS, 40th Match","May 08, Tue","Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2018,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 41st Match","May 09, Wed","Eden Gardens, Kolkata",8:00 PM
IPL 2018,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 42nd Match","May 10, Thu","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2018,"RAJASTHAN ROYALS vs CHENNAI SUPER KINGS, 43rd Match","May 11, Fri","Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2018,"PUNJAB KINGS vs KOLKATA KNIGHT RIDERS, 44th Match","May 12, Sat","Holkar Cricket Stadium, Indore",4:00 PM
IPL 2018,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 45th Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2018,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, 46th Match","May 13, Sun","Maharashtra Cricket Association Stadium, Pune",4:00 PM
IPL 2018,"MUMBAI INDIANS vs RAJASTHAN ROYALS, 47th Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2018,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 48th Match","May 14, Mon","Holkar Cricket Stadium, Indore",8:00 PM
IPL 2018,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, 49th Match","May 15, Tue","Eden Gardens, Kolkata",8:00 PM
IPL 2018,"MUMBAI INDIANS vs PUNJAB KINGS, 50th Match","May 16, Wed","Wankhede Stadium, Mumbai",8:00 PM
